abundance,growth_rate,reactions,metabolites,taxon,tradeoff,sample_id
0.034129056322267814,0.0927908681582514,2650,1613,Alistipes,0.7000000000000001,Cancer2
0.014360313315926895,0.03882658192786508,2034,1491,Anaerostipes,0.7000000000000001,Cancer2
0.18500559492726598,0.500380264436156,3307,1887,Bacteroides,0.7000000000000001,Cancer2
0.00037299515106303626,0.004991837708366916,1386,1194,Bilophila,0.7000000000000001,Cancer2
0.1441626258858635,0.3894182069378229,3108,1818,Blautia,0.7000000000000001,Cancer2
0.0041029466616933985,0.013844800487229051,1915,1442,Butyricicoccus,0.7000000000000001,Cancer2
0.009138381201044389,0.024741903331243053,2629,1587,Collinsella,0.7000000000000001,Cancer2
0.02965311450951138,0.08010004054860702,2368,1614,Dorea,0.7000000000000001,Cancer2
0.0013054830287206269,0.0035457684975057726,2570,1790,Enterococcus,0.7000000000000001,Cancer2
0.00037299515106303626,0.0010192410166532365,2826,1639,Erysipelatoclostridium,0.7000000000000001,Cancer2
0.0885863483774711,0.23924762667565572,1986,1472,Faecalibacterium,0.7000000000000001,Cancer2
0.0236851920925028,0.06423880118656773,1504,1246,Haemophilus,0.7000000000000001,Cancer2
0.005408429690414026,0.014679420373360145,3174,1970,Lachnoclostridium,0.7000000000000001,Cancer2
0.003543453935098844,0.011720660775119622,1163,1052,Lachnospira,0.7000000000000001,Cancer2
0.0005594927265945544,0.0015232787590077346,3241,1907,Lactobacillus,0.7000000000000001,Cancer2
0.0011189854531891087,0.003041756141220206,1703,1336,Listeria,0.7000000000000001,Cancer2
0.21857515852293924,0.5916262197765891,1063,1000,Methanobrevibacter,0.7000000000000001,Cancer2
0.001491980604252145,0.004060858998215603,1329,1106,Neisseria,0.7000000000000001,Cancer2
0.00783289817232376,0.021285185218167402,2526,1594,Odoribacter,0.7000000000000001,Cancer2
0.028161133905259234,0.07650361108643858,2870,1747,Parabacteroides,0.7000000000000001,Cancer2
0.006154419992540098,0.018270931262154677,1019,945,Phascolarctobacterium,0.7000000000000001,Cancer2
0.018649757553151812,0.05068124272510768,1361,1138,Porphyromonas,0.7000000000000001,Cancer2
0.0007459903021260725,0.0020314716778175187,2184,1588,Pseudomonas,0.7000000000000001,Cancer2
0.019768743006340923,0.05344731681026635,2357,1567,Roseburia,0.7000000000000001,Cancer2
0.00391644908616188,0.010591785734487531,2002,1482,Staphylococcus,0.7000000000000001,Cancer2
0.04177545691906006,0.11280554074681451,2896,1822,Streptococcus,0.7000000000000001,Cancer2
0.10238716896680344,0.2766362494997953,1731,1301,Subdoligranulum,0.7000000000000001,Cancer2
0.0020514733308466993,0.005574235554464331,1832,1405,Veillonella,0.7000000000000001,Cancer2
0.0011189854531891087,0.002594111586752581,1867,1422,Acinetobacter,0.6,Cancer2
0.0018649757553151811,0.0043233150446142935,2445,1643,Actinomyces,0.6,Cancer2
0.034129056322267814,0.07911504845213262,2650,1613,Alistipes,0.6,Cancer2
0.014360313315926895,0.033288856355847565,2034,1491,Anaerostipes,0.6,Cancer2
0.18500559492726598,0.4288632892059935,3307,1887,Bacteroides,0.6,Cancer2
0.00037299515106303626,0.004653826977455237,1386,1194,Bilophila,0.6,Cancer2
0.1441626258858635,0.3341847512555453,3108,1818,Blautia,0.6,Cancer2
0.0041029466616933985,0.013053128851154436,1915,1442,Butyricicoccus,0.6,Cancer2
0.009138381201044389,0.021183815723819957,2629,1587,Collinsella,0.6,Cancer2
0.02965311450951138,0.06873928779969779,2368,1614,Dorea,0.6,Cancer2
0.0013054830287206269,0.0030264002226649094,2570,1790,Enterococcus,0.6,Cancer2
0.00037299515106303626,0.0008653040401663124,2826,1639,Erysipelatoclostridium,0.6,Cancer2
0.0885863483774711,0.20535287143662767,1986,1472,Faecalibacterium,0.6,Cancer2
0.0236851920925028,0.05490498263534337,1504,1246,Haemophilus,0.6,Cancer2
0.005408429690414026,0.012537373233489859,3174,1970,Lachnoclostridium,0.6,Cancer2
0.003543453935098844,0.012625150287080339,1163,1052,Lachnospira,0.6,Cancer2
0.0005594927265945544,0.001297384231865899,3241,1907,Lactobacillus,0.6,Cancer2
0.0011189854531891087,0.002594113875132415,1703,1336,Listeria,0.6,Cancer2
0.21857515852293924,0.5066812977520405,1063,1000,Methanobrevibacter,0.6,Cancer2
0.001491980604252145,0.0034587030585575764,1329,1106,Neisseria,0.6,Cancer2
0.00783289817232376,0.0181575701772958,2526,1594,Odoribacter,0.6,Cancer2
0.028161133905259234,0.06528070409351261,2870,1747,Parabacteroides,0.6,Cancer2
0.006154419992540098,0.01573497943025479,1019,945,Phascolarctobacterium,0.6,Cancer2
0.018649757553151812,0.04323227065861352,1361,1138,Porphyromonas,0.6,Cancer2
0.0007459903021260725,0.0017295860800507017,2184,1588,Pseudomonas,0.6,Cancer2
0.019768743006340923,0.04582621638520921,2357,1567,Roseburia,0.6,Cancer2
0.00391644908616188,0.009078808429757506,2002,1482,Staphylococcus,0.6,Cancer2
0.04177545691906006,0.0968401813324037,2896,1822,Streptococcus,0.6,Cancer2
0.10238716896680344,0.2373446645966417,1731,1301,Subdoligranulum,0.6,Cancer2
0.0020514733308466993,0.004755626353278632,1832,1405,Veillonella,0.6,Cancer2
0.0011189854531891087,0.002161424355750381,1867,1422,Acinetobacter,0.5,Cancer2
0.0018649757553151811,0.0036023739104737457,2445,1643,Actinomyces,0.5,Cancer2
0.034129056322267814,0.06592344244837184,2650,1613,Alistipes,0.5,Cancer2
0.014360313315926895,0.027738279061853013,2034,1491,Anaerostipes,0.5,Cancer2
0.18500559492726598,0.3573554912326733,3307,1887,Bacteroides,0.5,Cancer2
0.00037299515106303626,0.0054895849733016,1386,1194,Bilophila,0.5,Cancer2
0.1441626258858635,0.27846350273906356,3108,1818,Blautia,0.5,Cancer2
0.0041029466616933985,0.013071773896077046,1915,1442,Butyricicoccus,0.5,Cancer2
0.009138381201044389,0.017651632130502696,2629,1587,Collinsella,0.5,Cancer2
0.02965311450951138,0.057277745073369316,2368,1614,Dorea,0.5,Cancer2
0.0013054830287206269,0.0025216617434998347,2570,1790,Enterococcus,0.5,Cancer2
0.00037299515106303626,0.0007204748331081976,2826,1639,Erysipelatoclostridium,0.5,Cancer2
0.0885863483774711,0.17111276041556925,1986,1472,Faecalibacterium,0.5,Cancer2
0.0236851920925028,0.045750148583657675,1504,1246,Haemophilus,0.5,Cancer2
0.005408429690414026,0.010446884322965928,3174,1970,Lachnoclostridium,0.5,Cancer2
0.003543453935098844,0.013056412547589177,1163,1052,Lachnospira,0.5,Cancer2
0.0005594927265945544,0.001080712203518204,3241,1907,Lactobacillus,0.5,Cancer2
0.0011189854531891087,0.002161424355868399,1703,1336,Listeria,0.5,Cancer2
0.21857515852293924,0.42219822150300595,1063,1000,Methanobrevibacter,0.5,Cancer2
0.001491980604252145,0.002881899132247429,1329,1106,Neisseria,0.5,Cancer2
0.00783289817232376,0.015129970398724994,2526,1594,Odoribacter,0.5,Cancer2
0.028161133905259234,0.05439584595030476,2870,1747,Parabacteroides,0.5,Cancer2
0.006154419992540098,0.013518268447080815,1019,945,Phascolarctobacterium,0.5,Cancer2
0.018649757553151812,0.036023739042283676,1361,1138,Porphyromonas,0.5,Cancer2
0.0007459903021260725,0.0014409495843625717,2184,1588,Pseudomonas,0.5,Cancer2
0.019768743006340923,0.03818516338267307,2357,1567,Roseburia,0.5,Cancer2
0.00391644908616188,0.007564985200781664,2002,1482,Staphylococcus,0.5,Cancer2
0.04177545691906006,0.08069317544262102,2896,1822,Streptococcus,0.5,Cancer2
0.10238716896680344,0.19777032730122235,1731,1301,Subdoligranulum,0.5,Cancer2
0.0020514733308466993,0.003962611300010772,1832,1405,Veillonella,0.5,Cancer2
0.0011189854531891087,0.0017289274313050378,1867,1422,Acinetobacter,0.4,Cancer2
0.0018649757553151811,0.002881545637650435,2445,1643,Actinomyces,0.4,Cancer2
0.034129056322267814,0.05273228183345853,2650,1613,Alistipes,0.4,Cancer2
0.014360313315926895,0.022187900143365146,2034,1491,Anaerostipes,0.4,Cancer2
0.18500559492726598,0.2858493083111491,3307,1887,Bacteroides,0.4,Cancer2
0.00037299515106303626,0.0057366445720051585,1386,1194,Bilophila,0.4,Cancer2
0.1441626258858635,0.22274346287550065,3108,1818,Blautia,0.4,Cancer2
0.0041029466616933985,0.012479846246644003,1915,1442,Butyricicoccus,0.4,Cancer2
0.009138381201044389,0.014119573107345336,2629,1587,Collinsella,0.4,Cancer2
0.02965311450951138,0.04581657289219244,2368,1614,Dorea,0.4,Cancer2
0.0013054830287206269,0.002017081983798304,2570,1790,Enterococcus,0.4,Cancer2
0.00037299515106303626,0.0005763095446083978,2826,1639,Erysipelatoclostridium,0.4,Cancer2
0.0885863483774711,0.13687340849639926,1986,1472,Faecalibacterium,0.4,Cancer2
0.0236851920925028,0.03659562748860868,1504,1246,Haemophilus,0.4,Cancer2
0.005408429690414026,0.008356481912618107,3174,1970,Lachnoclostridium,0.4,Cancer2
0.003543453935098844,0.012768166645089622,1163,1052,Lachnospira,0.4,Cancer2
0.0005594927265945544,0.0008644644189057972,3241,1907,Lactobacillus,0.4,Cancer2
0.0011189854531891087,0.0017289275675170545,1703,1336,Listeria,0.4,Cancer2
0.21857515852293924,0.3377171257457131,1063,1000,Methanobrevibacter,0.4,Cancer2
0.001491980604252145,0.0023052363726873445,1329,1106,Neisseria,0.4,Cancer2
0.00783289817232376,0.012102491314435403,2526,1594,Odoribacter,0.4,Cancer2
0.028161133905259234,0.04351133627007245,2870,1747,Parabacteroides,0.4,Cancer2
0.006154419992540098,0.011973311503856852,1019,945,Phascolarctobacterium,0.4,Cancer2
0.018649757553151812,0.028815454459886196,1361,1138,Porphyromonas,0.4,Cancer2
0.0007459903021260725,0.0011526182919030946,2184,1588,Pseudomonas,0.4,Cancer2
0.019768743006340923,0.030544382165931694,2357,1567,Roseburia,0.4,Cancer2
0.00391644908616188,0.006051245447150091,2002,1482,Staphylococcus,0.4,Cancer2
0.04177545691906006,0.06454661801407204,2896,1822,Streptococcus,0.4,Cancer2
0.10238716896680344,0.15819684474596632,1731,1301,Subdoligranulum,0.4,Cancer2
0.0020514733308466993,0.003169700189420386,1832,1405,Veillonella,0.4,Cancer2
0.0011189854531891087,0.0012967376465611825,1867,1422,Acinetobacter,0.30000000000000004,Cancer2
0.0018649757553151811,0.0021612289695109965,2445,1643,Actinomyces,0.30000000000000004,Cancer2
0.034129056322267814,0.039550471266325195,2650,1613,Alistipes,0.30000000000000004,Cancer2
0.014360313315926895,0.016641455904454084,2034,1491,Anaerostipes,0.30000000000000004,Cancer2
0.18500559492726598,0.2143938065524623,3307,1887,Bacteroides,0.30000000000000004,Cancer2
0.00037299515106303626,0.004430532896563846,1386,1194,Bilophila,0.30000000000000004,Cancer2
0.1441626258858635,0.1670629149170218,3108,1818,Blautia,0.30000000000000004,Cancer2
0.0041029466616933985,0.008599755757018195,1915,1442,Butyricicoccus,0.30000000000000004,Cancer2
0.009138381201044389,0.010590019042671572,2629,1587,Collinsella,0.30000000000000004,Cancer2
0.02965311450951138,0.034363525080289246,2368,1614,Dorea,0.30000000000000004,Cancer2
0.0013054830287206269,0.0015128604836195567,2570,1790,Enterococcus,0.30000000000000004,Cancer2
0.00037299515106303626,0.0004322481102748694,2826,1639,Erysipelatoclostridium,0.30000000000000004,Cancer2
0.0885863483774711,0.10265832344323865,1986,1472,Faecalibacterium,0.30000000000000004,Cancer2
0.0236851920925028,0.027447595984961912,1504,1246,Haemophilus,0.30000000000000004,Cancer2
0.005408429690414026,0.006267561544288452,3174,1970,Lachnoclostridium,0.30000000000000004,Cancer2
0.003543453935098844,0.009538838949936103,1163,1052,Lachnospira,0.30000000000000004,Cancer2
0.0005594927265945544,0.0006483728060890161,3241,1907,Lactobacillus,0.30000000000000004,Cancer2
0.0011189854531891087,0.0012967384244674013,1703,1336,Listeria,0.30000000000000004,Cancer2
0.21857515852293924,0.25329590508527383,1063,1000,Methanobrevibacter,0.30000000000000004,Cancer2
0.001491980604252145,0.0017289823849036244,1329,1106,Neisseria,0.30000000000000004,Cancer2
0.00783289817232376,0.009077159633018021,2526,1594,Odoribacter,0.30000000000000004,Cancer2
0.028161133905259234,0.03263454125893789,2870,1747,Parabacteroides,0.30000000000000004,Cancer2
0.006154419992540098,0.008736997814430379,1019,945,Phascolarctobacterium,0.30000000000000004,Cancer2
0.018649757553151812,0.021612278843991535,1361,1138,Porphyromonas,0.30000000000000004,Cancer2
0.0007459903021260725,0.0008644917710382289,2184,1588,Pseudomonas,0.30000000000000004,Cancer2
0.019768743006340923,0.022909018077730627,2357,1567,Roseburia,0.30000000000000004,Cancer2
0.00391644908616188,0.004538578614725905,2002,1482,Staphylococcus,0.30000000000000004,Cancer2
0.04177545691906006,0.04841150474805162,2896,1822,Streptococcus,0.30000000000000004,Cancer2
0.10238716896680344,0.11865140950435922,1731,1301,Subdoligranulum,0.30000000000000004,Cancer2
0.0020514733308466993,0.0023773518001699687,1832,1405,Veillonella,0.30000000000000004,Cancer2
0.0011189854531891087,0.0008643459424206484,1867,1422,Acinetobacter,0.2,Cancer2
0.0018649757553151811,0.0014405765559956,2445,1643,Actinomyces,0.2,Cancer2
0.034129056322267814,0.026362550429123572,2650,1613,Alistipes,0.2,Cancer2
0.014360313315926895,0.011092439273432031,2034,1491,Anaerostipes,0.2,Cancer2
0.18500559492726598,0.14290519125998644,3307,1887,Bacteroides,0.2,Cancer2
0.00037299515106303626,0.0045428115375328315,1386,1194,Bilophila,0.2,Cancer2
0.1441626258858635,0.11135656534277989,3108,1818,Blautia,0.2,Cancer2
0.0041029466616933985,0.008235865210418131,1915,1442,Butyricicoccus,0.2,Cancer2
0.009138381201044389,0.007058825038166997,2629,1587,Collinsella,0.2,Cancer2
0.02965311450951138,0.02290516679038029,2368,1614,Dorea,0.2,Cancer2
0.0013054830287206269,0.0010084035958752946,2570,1790,Enterococcus,0.2,Cancer2
0.00037299515106303626,0.00028811538362423495,2826,1639,Erysipelatoclostridium,0.2,Cancer2
0.0885863483774711,0.0684273848929375,1986,1472,Faecalibacterium,0.2,Cancer2
0.0236851920925028,0.0182953219151528,1504,1246,Haemophilus,0.2,Cancer2
0.005408429690414026,0.004177671940787202,3174,1970,Lachnoclostridium,0.2,Cancer2
0.003543453935098844,0.006394289026073904,1163,1052,Lachnospira,0.2,Cancer2
0.0005594927265945544,0.0004321730858252781,3241,1907,Lactobacillus,0.2,Cancer2
0.0011189854531891087,0.0008643459640620685,1703,1336,Listeria,0.2,Cancer2
0.21857515852293924,0.1688355686102776,1063,1000,Methanobrevibacter,0.2,Cancer2
0.001491980604252145,0.0011524612234019291,1329,1106,Neisseria,0.2,Cancer2
0.00783289817232376,0.006050421473966781,2526,1594,Odoribacter,0.2,Cancer2
0.028161133905259234,0.02175270552849003,2870,1747,Parabacteroides,0.2,Cancer2
0.006154419992540098,0.006726525577628452,1019,945,Phascolarctobacterium,0.2,Cancer2
0.018649757553151812,0.014405765246944622,1361,1138,Porphyromonas,0.2,Cancer2
0.0007459903021260725,0.0005762306304925821,2184,1588,Pseudomonas,0.2,Cancer2
0.019768743006340923,0.015270111231407799,2357,1567,Roseburia,0.2,Cancer2
0.00391644908616188,0.0030252107038654798,2002,1482,Staphylococcus,0.2,Cancer2
0.04177545691906006,0.03226891415683806,2896,1822,Streptococcus,0.2,Cancer2
0.10238716896680344,0.07908765116765791,1731,1301,Subdoligranulum,0.2,Cancer2
0.0020514733308466993,0.001584634209507472,1832,1405,Veillonella,0.2,Cancer2
0.0011189854531891087,0.00043232037441019787,1867,1422,Acinetobacter,0.1,Cancer2
0.0018649757553151811,0.0007202632422515906,2445,1643,Actinomyces,0.1,Cancer2
0.034129056322267814,0.013177727200066198,2650,1613,Alistipes,0.1,Cancer2
0.014360313315926895,0.005544748594538105,2034,1491,Anaerostipes,0.1,Cancer2
0.18500559492726598,0.07143322115332362,3307,1887,Bacteroides,0.1,Cancer2
0.00037299515106303626,0.003533364572238216,1386,1194,Bilophila,0.1,Cancer2
0.1441626258858635,0.05566183127088238,3108,1818,Blautia,0.1,Cancer2
0.0041029466616933985,0.004704983807191143,1915,1442,Butyricicoccus,0.1,Cancer2
0.009138381201044389,0.003528487760815549,2629,1587,Collinsella,0.1,Cancer2
0.02965311450951138,0.0114494896014293,2368,1614,Dorea,0.1,Cancer2
0.0013054830287206269,0.0005042961058400656,2570,1790,Enterococcus,0.1,Cancer2
0.00037299515106303626,0.00014467855073524002,2826,1639,Erysipelatoclostridium,0.1,Cancer2
0.0885863483774711,0.03420413188179777,1986,1472,Faecalibacterium,0.1,Cancer2
0.0236851920925028,0.009145218754256066,1504,1246,Haemophilus,0.1,Cancer2
0.005408429690414026,0.0020883284006264586,3174,1970,Lachnoclostridium,0.1,Cancer2
0.003543453935098844,0.004267977808732731,1163,1052,Lachnospira,0.1,Cancer2
0.0005594927265945544,0.00021650098096517812,3241,1907,Lactobacillus,0.1,Cancer2
0.0011189854531891087,0.00043232148418380557,1703,1336,Listeria,0.1,Cancer2
0.21857515852293924,0.08439284411262166,1063,1000,Methanobrevibacter,0.1,Cancer2
0.001491980604252145,0.0005762824431964655,1329,1106,Neisseria,0.1,Cancer2
0.00783289817232376,0.003024445633065741,2526,1594,Odoribacter,0.1,Cancer2
0.028161133905259234,0.010873372301323436,2870,1747,Parabacteroides,0.1,Cancer2
0.006154419992540098,0.004571533027331901,1019,945,Phascolarctobacterium,0.1,Cancer2
0.018649757553151812,0.0072009614221605,1361,1138,Porphyromonas,0.1,Cancer2
0.0007459903021260725,0.00028841052961852353,2184,1588,Pseudomonas,0.1,Cancer2
0.019768743006340923,0.007633009858769556,2357,1567,Roseburia,0.1,Cancer2
0.00391644908616188,0.0015122842376247233,2002,1482,Staphylococcus,0.1,Cancer2
