,taxon,sample_id,abundance,growth_rate
87,Anaerostipes,Healthy3,0.0702912924102963,0.3037735627945159
88,Bacteroides,Healthy3,0.02540898011304794,0.09414152381457744
89,Barnesiella,Healthy3,0.006789499835085439,0.027584739351755937
90,Bifidobacterium,Healthy3,0.019649611287423742,0.1152833679976861
91,Bilophila,Healthy3,0.0011981470297209595,0.0026476838000066877
92,Blautia,Healthy3,0.10059826791849444,0.6787191666006174
93,Butyricicoccus,Healthy3,0.0071888821783257575,0.00166949362008713
94,Collinsella,Healthy3,0.14737208465567805,0.901886824560136
95,Dialister,Healthy3,0.26598864059805305,2.083189162263929
96,Dorea,Healthy3,0.07268758646973822,0.4227422798325831
97,Erysipelatoclostridium,Healthy3,0.001540474752498377,0.010339481829023844
98,Faecalibacterium,Healthy3,0.05466545823101879,0.3962400758577419
99,Haemophilus,Healthy3,0.04073699901051263,0.3965866648993233
100,Holdemanella,Healthy3,0.08067523333454461,0.05349727864356913
101,Lachnoclostridium,Healthy3,0.0008713796579788799,0.008561248367872027
102,Lachnospira,Healthy3,0.00419351460402336,0.0008483219226914809
103,Lactobacillus,Healthy3,0.0014377764356651515,0.006509475435193985
104,Leuconostoc,Healthy3,0.014377764356651515,0.13944402859633995
105,Marvinbryantia,Healthy3,0.0017972205445814394,0.0018747150798001672
106,Methanobrevibacter,Healthy3,0.0023962940594419195,0.020927579148500918
107,Odoribacter,Healthy3,0.0029953675743024,0.024649527734479072
108,Parasutterella,Healthy3,0.0035944410891628788,0.016936535097855455
109,Roseburia,Healthy3,0.0035944410891628788,0.015352865009707969
110,Streptococcus,Healthy3,0.00838702920804672,0.08693736728373146
111,Subdoligranulum,Healthy3,0.03175089628760543,0.021063481402309483
112,Veillonella,Healthy3,0.0007987646864806398,0.007572367972658947
113,Acidaminococcus,Cancer8,0.019145134351907258,1.845647750390948
114,Actinomyces,Cancer8,0.0020512643948472067,0.27259287589199466
116,Alistipes,Cancer8,0.00028154609341040087,0.03896857683900537
120,Bifidobacterium,Cancer8,0.13210142702816008,0.21059492358980805
121,Blautia,Cancer8,0.028849192835222894,0.7901659955377794
124,Collinsella,Cancer8,0.18495567293538975,1.6658511111678442
126,Dialister,Cancer8,0.08478559498701786,5.019296195665831
127,Dorea,Cancer8,0.06928715289261675,0.009791634620282359
128,Eggerthella,Cancer8,0.004444406188835614,0.4284531305155938
129,Erysipelatoclostridium,Cancer8,0.0006837547982824023,0.00790196276281846
130,Faecalibacterium,Cancer8,0.009401628476383029,0.395768670417964
135,Hungatella,Cancer8,0.005470038386259217,0.0052724118159794935
137,Lachnoclostridium,Cancer8,0.003356614464295429,0.3767102948487699
141,Odoribacter,Cancer8,0.004444406188835614,0.263113156760099
142,Parabacteroides,Cancer8,0.0049572222875474145,0.3988186370247953
143,Paraprevotella,Cancer8,0.00034187739914120114,0.021739240495329708
145,Streptococcus,Cancer8,0.01285459020770916,1.694146954141999
147,Acinetobacter,Cancer1,0.01847567929370702,5.665476457919554
148,Actinomyces,Cancer1,0.005645346450854922,1.61874820861255
150,Alistipes,Cancer1,0.023456867338579008,6.413975398389463
152,Atopobium,Cancer1,0.006158559764569006,0.8389609638456391
153,Bacillus,Cancer1,0.013856759470280264,3.9732737113079577
155,Bifidobacterium,Cancer1,0.02432631107004757,0.6401551887841785
157,Blautia,Cancer1,0.02735821741568155,2.1199402586696365
159,Butyricimonas,Cancer1,0.002117004919070596,0.2976375758125327
160,Collinsella,Cancer1,0.016936039352564766,0.6947234829965336
161,Desulfovibrio,Cancer1,0.007698199705711258,0.020428014942128533
162,Dorea,Cancer1,0.04054385178341263,0.9464955947626712
163,Enterococcus,Cancer1,0.013856759470280264,2.499079925532537
164,Erysipelatoclostridium,Cancer1,0.0006598456890609648,0.02734181600496515
165,Faecalibacterium,Cancer1,0.015011489426136953,1.601163045486336
166,Gemella,Cancer1,0.003079279882284503,0.5932770130947583
167,Haemophilus,Cancer1,0.04618919823426754,11.607131149194178
168,Lachnoclostridium,Cancer1,0.0025194108127782303,0.6192550155013
172,Neisseria,Cancer1,0.027713518940560528,7.986912738815064
173,Odoribacter,Cancer1,0.03156261879341616,4.437574437789463
174,Parabacteroides,Cancer1,0.007569896377282738,1.3834276418287563
177,Pseudomonas,Cancer1,0.006158559764569006,1.9263663629161552
179,Staphylococcus,Cancer1,0.03541171864627179,11.676738496597142
180,Streptococcus,Cancer1,0.020939103199534626,5.959363828077612
182,Veillonella,Cancer1,0.016936039352564766,3.515044234504139
183,Acidaminococcus,Cancer4,0.01694606348413408,0.16943439568596366
184,Actinomyces,Cancer4,0.0025419095226201123,0.0359696763075651
186,Alistipes,Cancer4,0.011912085802082488,0.15210041810994965
189,Bifidobacterium,Cancer4,0.017454445388658105,0.021815900134546342
191,Blautia,Cancer4,0.04568919423991535,0.1636819114158356
193,Collinsella,Cancer4,0.20886023244195254,0.3913046885424305
194,Desulfovibrio,Cancer4,0.003954081479631286,0.0044206563777615705
195,Dorea,Cancer4,0.009885203699078214,0.01249977955521065
196,Erysipelatoclostridium,Cancer4,0.003147126075624901,0.006932141846644746
197,Eubacterium,Cancer4,0.001694606348413408,0.025708772502078224
198,Faecalibacterium,Cancer4,0.004871993251688547,0.024297427934213228
202,Lachnoclostridium,Cancer4,0.002927047329077705,0.033991572484053344
205,Methanobrevibacter,Cancer4,0.3592565458636425,2.349449881139029
206,Odoribacter,Cancer4,0.0033892126968268163,0.02335381024901913
207,Parabacteroides,Cancer4,0.007696337165710896,0.06608115482594151
210,Slackia,Cancer4,0.03601038490378492,0.23550554478989216
211,Streptococcus,Cancer4,0.002711370157461453,0.037457619046299614
215,Veillonella,Cancer4,0.000423651587103352,0.0047179140404742395
216,Acidaminococcus,Cancer3,0.011076845684422723,8.090183682101301
217,Actinomyces,Cancer3,0.00295382551584606,3.847538444777348
219,Alistipes,Cancer3,0.006059686168537138,7.255399202821341
222,Barnesiella,Cancer3,0.0014769127579230296,3.251763598387355e-05
224,Blautia,Cancer3,0.08963724353855927,1.9703406041184038e-05
226,Collinsella,Cancer3,0.1373528864868418,6.45566031127011e-06
227,Dorea,Cancer3,0.05944573850640195,4.828516763945374e-05
228,Erysipelatoclostridium,Cancer3,0.0006329626105384414,0.0003899386746033344
230,Faecalitalea,Cancer3,0.0013846057105528404,9.270213883325263e-06
232,Haemophilus,Cancer3,0.002215369136884545,2.2646370531574314
234,Lachnoclostridium,Cancer3,0.002517464928277892,2.463845875624997
235,Lachnospira,Cancer3,0.0016615268526634086,1.4819750255761791e-05
238,Megamonas,Cancer3,0.04541506730613317,6.345109145852902
240,Mogibacterium,Cancer3,0.007753791979095906,1.2095301049552445e-06
241,Parabacteroides,Cancer3,0.005630729889581553,2.7033473961706527
242,Paraprevotella,Cancer3,0.06313802040120953,9.259614211954602
244,Pseudomonas,Cancer3,0.002215369136884545,3.3422016412902007
245,Roseburia,Cancer3,0.06092265126432499,0.00042132643093439713
246,Streptococcus,Cancer3,0.004873812101146,6.2660419598715595
247,Subdoligranulum,Cancer3,0.015876812147672573,1.2946262779052252e-06
248,Sutterella,Cancer3,0.002215369136884545,0.32527538953634016
250,Alistipes,Cancer7,0.00022344887668147338,0.04726221820173703
253,Bifidobacterium,Cancer7,0.012915345072189164,0.4687903707115738
255,Blautia,Cancer7,0.02355881666165727,1.633073751032216
257,Collinsella,Cancer7,0.10968546734101824,5.02209596858345
258,Dorea,Cancer7,0.008546919533066358,0.2938464636340377
259,Erysipelatoclostridium,Cancer7,0.0005426615576550069,0.023163136431350016
262,Lachnoclostridium,Cancer7,0.005697946355377572,1.013814787364867
263,Parabacteroides,Cancer7,0.0020575917394419006,0.28239799327436893
264,Pseudomonas,Cancer7,0.000949657725896262,0.2114633451058771
265,Streptococcus,Cancer7,0.04121514530389777,8.365480868048989
268,Anaerostipes,Healthy1,0.033189490543947334,0.4646111078924701
269,Bacteroides,Healthy1,0.08753312800856411,0.7248115308370066
270,Blautia,Healthy1,0.02046547990116852,0.703058792896287
272,Dialister,Healthy1,0.11562790254020362,5.025212106826012
273,Dorea,Healthy1,0.018557564605217864,0.492516612718989
274,Erysipelatoclostridium,Healthy1,0.0015294696103201535,0.042833494876352234
275,Faecalibacterium,Healthy1,0.05634183677016865,2.172741881911417
276,Haemophilus,Healthy1,0.006423772363344646,0.38180111438347775
277,Lachnoclostridium,Healthy1,0.0006813091900517048,0.040511251876374235
280,Roseburia,Healthy1,0.05139017890675717,0.6230539076341539
281,Streptococcus,Healthy1,0.006209646617899824,0.39892342452526586
283,Veillonella,Healthy1,0.0069590867269566994,0.36968383477217054
285,Alistipes,Healthy8,0.04151548209090277,8.622351965902597
286,Anaerostipes,Healthy8,0.03619298438694088,1.6192690001709842
287,Bacteroides,Healthy8,0.08586050474961603,2.196285663990095
288,Bifidobacterium,Healthy8,0.013802409300104571,1.2173377615302177
290,Blautia,Healthy8,0.018261649227830662,2.0624979370964995
291,Butyricimonas,Healthy8,0.003680642480027886,0.5280078271389114
292,Collinsella,Healthy8,0.026224577670198687,2.499410439509376
293,Dorea,Healthy8,0.008894885993400723,0.7717310226626294
294,Erysipelatoclostridium,Healthy8,0.0023661273085893554,0.2164351706061535
295,Faecalibacterium,Healthy8,0.01989847340765076,2.5280679627200624
298,Lachnoclostridium,Healthy8,0.0004182548272758961,0.08138596402535858
300,Parabacteroides,Healthy8,0.006287764236714305,1.0301957261407904
301,Parasutterella,Healthy8,0.03358586263025446,1.2225660623397812
303,Roseburia,Healthy8,0.008166425502561872,0.3140659164531529
304,Streptococcus,Healthy8,0.00257644973601952,0.5490155703510713
306,Actinomyces,Healthy6,0.0019799619531573813,0.08792982307419529
307,Alistipes,Healthy6,0.1134692901684458,4.890379373252205
308,Anaerostipes,Healthy6,0.04108421052801567,0.5528888388844702
310,Bacteroides,Healthy6,0.16636800997780168,1.6590463496579204
311,Bifidobacterium,Healthy6,0.004454914394604108,0.0951683824899836
313,Blautia,Healthy6,0.0042264572461628725,0.10931136195244846
315,Butyricimonas,Healthy6,0.015220957514897368,0.4781537727864671
316,Dorea,Healthy6,0.018809638554995126,0.39690772100608457
317,Eggerthella,Healthy6,0.0014849714648680359,0.058079348509141177
318,Erysipelatoclostridium,Healthy6,0.02821445783249268,0.6195405560761994
319,Eubacterium,Healthy6,0.002227457197302054,0.10294536998929114
321,Fusobacterium,Healthy6,0.034401838936109506,0.19558779574071866
322,Holdemanella,Healthy6,0.0009899809765786906,0.0004157311094236705
323,Hungatella,Healthy6,0.02524451490275661,0.5326870961089976
325,Lachnoclostridium,Healthy6,0.008099844353825651,0.3293986396585609
327,Odoribacter,Healthy6,0.02672948636762465,0.8396898154559387
328,Parabacteroides,Healthy6,0.03415434369196483,1.1995846214044976
330,Streptococcus,Healthy6,0.004454914394604108,0.1965526280803378
332,Alistipes,Healthy5,0.005675410756410263,0.4326697864791473
337,Bifidobacterium,Healthy5,0.13412887420982925,0.9086165785790692
339,Blautia,Healthy5,0.01979117597107169,0.41874226987278995
341,Collinsella,Healthy5,0.07472624162606847,0.8150802543693844
342,Dorea,Healthy5,0.021125140037749308,0.1129755526344509
343,Eggerthella,Healthy5,0.0028377053782051315,0.1693557209795768
344,Erysipelatoclostridium,Healthy5,0.0012161594478021995,0.013757487036080882
345,Eubacterium,Healthy5,0.03310656274572653,2.7750194421934866
346,Faecalibacterium,Healthy5,0.12805145519150654,3.759387242534799
350,Lachnoclostridium,Healthy5,0.0017198214413364436,0.11775036135509315
353,Methanobrevibacter,Healthy5,0.0018918035854700878,0.07377096403732042
354,Parabacteroides,Healthy5,0.0018918035854700878,0.09633191507387684
355,Paraprevotella,Healthy5,0.016080330476495746,0.6254661437806058
358,Slackia,Healthy5,0.009459017927350441,0.3679241641784245
359,Streptococcus,Healthy5,0.05788918971538469,4.594946111213408
360,Veillonella,Healthy5,0.014819128086182354,0.8552954792717293
361,Akkermansia,Healthy2,0.14542582879699195,0.001571682486519068
362,Alistipes,Healthy2,0.0004897591899314951,0.004427796968964381
363,Anaerostipes,Healthy2,0.01110120830511389,0.05621246830785523
364,Bacteroides,Healthy2,0.009359467002070158,0.044282310322460376
365,Blautia,Healthy2,0.007525338322216627,0.04934103524283345
366,Dorea,Healthy2,0.009158496851718958,0.054800181471764436
367,Enterococcus,Healthy2,0.2114780182124196,1.6168507709950581
368,Erysipelatoclostridium,Healthy2,0.0002378830351095833,0.0018126519194438058
369,Faecalibacterium,Healthy2,0.057032457667522615,0.3915546105342879
370,Flavonifractor,Healthy2,0.0016651812457670833,0.005187978973683134
371,Haemophilus,Healthy2,0.04246212176706063,0.3565307436103641
372,Intestinibacter,Healthy2,0.23978609939046,0.6557543507220862
373,Lachnospira,Healthy2,0.00499554373730125,0.01199463777108707
374,Marvinbryantia,Healthy2,0.0033303624915341666,0.009115291995904906
375,Parabacteroides,Healthy2,0.004301718218231632,0.03405554745097278
376,Parasutterella,Healthy2,0.007493315605951875,0.036577915617387734
377,Roseburia,Healthy2,0.029348819456644845,0.1445758517645384
378,Subdoligranulum,Healthy2,0.031222148358132813,0.08777613367785936
379,Terrisporobacter,Healthy2,0.15902480897075644,0.38147642050922304
380,Veillonella,Healthy2,0.024561423375064482,0.19489801258841424
382,Alistipes,Cancer5,0.013155757571143241,0.1176132019179582
383,Anaerostipes,Cancer5,0.0790095070084614,0.3588180572603696
384,Bacteroides,Cancer5,0.07398901970272351,0.298263997752088
385,Bifidobacterium,Cancer5,0.04224459931178218,0.24074315079668
386,Bilophila,Cancer5,0.013380642315949107,0.02410740929707212
387,Blautia,Cancer5,0.043009207444122136,0.2734421511388688
388,Butyricimonas,Cancer5,0.0007168201240687022,0.0061386860695048
389,Collinsella,Cancer5,0.08458477464010686,0.4980480378250407
390,Desulfovibrio,Cancer5,0.02261965724839016,0.12171190463592392
391,Faecalibacterium,Cancer5,0.043487087526834604,0.2928178345961457
392,Flavonifractor,Cancer5,0.002867280496274809,0.004839860868204078
393,Gemella,Cancer5,0.0019115203308498726,0.015689092729392028
394,Holdemania,Cancer5,0.003823040661699745,0.007289685024921423
395,Lachnoclostridium,Cancer5,0.001824633043083969,0.015727442251109086
396,Odoribacter,Cancer5,0.0019115203308498726,0.01577730557122848
397,Parabacteroides,Cancer5,0.03050467861314588,0.2352914974395211
398,Paraprevotella,Cancer5,0.2661792060708448,1.9086128358056489
399,Parasutterella,Cancer5,0.0033451605789872768,0.016440352711856832
400,Phascolarctobacterium,Cancer5,0.21759473099507715,0.4042188356552635
401,Roseburia,Cancer5,0.02341612405291094,0.10242599996224223
402,Slackia,Cancer5,0.008123961406111959,0.05907870638095514
403,Sutterella,Cancer5,0.0105133618196743,0.07538567113618634
404,Akkermansia,Cancer6,0.22666213498549906,0.1736417187126825
405,Alistipes,Cancer6,0.010879495231905094,0.03617495309670754
406,Anaerostipes,Cancer6,0.004679738873129694,0.01092275574736622
407,Bacteroides,Cancer6,0.014502279236520354,0.030794653759085223
408,Barnesiella,Cancer6,0.04211764985816724,0.09120633420081643
409,Bifidobacterium,Cancer6,0.006470247659370619,0.017078856808251226
410,Bilophila,Cancer6,0.0012208014451642675,0.0030408852681109108
411,Blautia,Cancer6,0.01176195238514035,0.031127436940999998
412,Butyricimonas,Cancer6,0.0019838023483919357,0.006262915563309796
413,Catenibacterium,Cancer6,0.003357203974201737,0.0052135497930783144
414,Cloacibacillus,Cancer6,0.007630009032276674,0.0182839015399664
415,Collinsella,Cancer6,0.0021364025290374687,0.005514263088728686
416,Dorea,Cancer6,0.0034589374279654253,0.00939046697585726
417,Faecalibacterium,Cancer6,0.02082992465811532,0.05696028337036441
418,Intestinibacter,Cancer6,0.0024416028903285355,0.004435164533688406
419,Lachnospira,Cancer6,0.003357203974201737,0.005080710378962796
420,Methanobrevibacter,Cancer6,0.5328798308142029,1.5120595041982658
421,Neisseria,Cancer6,0.0018312021677464015,0.006149393892192015
422,Odoribacter,Cancer6,0.005798806864530272,0.017648400915637134
423,Parabacteroides,Cancer6,0.012513214812933745,0.03761675417392569
424,Paraprevotella,Cancer6,0.027468032516196027,0.07798180782751847
425,Phascolarctobacterium,Cancer6,0.02787496633125078,0.044190036377571004
426,Roseburia,Cancer6,0.008774510387118175,0.019143537908754144
427,Streptococcus,Cancer6,0.002685763179361389,0.008946712689103232
428,Subdoligranulum,Cancer6,0.014140950073152768,0.022230324280545555
429,Terrisporobacter,Cancer6,0.001424268352691646,0.0037344417131522476
430,Tyzzerella,Cancer6,0.0006104007225821339,0.0023573968219434862
431,Veillonella,Cancer6,0.0005086672688184449,0.0015978435682436718
